110411;Liborio Magliocchetti;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
110412;Gisella Misiani;0;Rinoceronti Blu;Verde e Argento;Rino Blu
110413;Andrea Carmine Battistoni;0;Delfini Argentati;Argento e Nero;Onde Argentate
110414;Rosaria Mucchetti;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
110415;Valerio Divella;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
110416;Dario Mazzuconi;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
110417;Emilia Grazia Fregolent;0;Ippopotami Viola;Viola e Oro;
110418;Gianni Fissore;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
110419;Nicolo' Grillo;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
110420;Denis Zambrino;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
110421;Susanna Lina Giulia Bulgarelli;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
110422;Goffredo Maria Mazzarello;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
110423;Graziano Del Turco;0;Cavalieri d'Argento;Argento e Blu;
110424;Guido Cesare Compagna;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
110425;Carlo Castellone;0;Delfini Argentati;Argento e Nero;Onde Argentate
110426;Susy Camber;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
110427;Gianpaolo Pizzol;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
110428;Francesco Viespoli;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
110429;Claudio Candiani;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
110430;Sergio Erroi;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
110431;Sara Saltamartini;0;Rinoceronti Blu;Verde e Argento;Rino Blu
110432;Maria Claudia Pavanelli;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
110433;Silvia Zanoletti;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
110434;Italo Donise;0;Gatti Neri;Nero e Viola;
110435;Lucrezia Pace;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
110436;Tatjana Lunardi;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
110437;Donato Donati;0;Rinoceronti Blu;Verde e Argento;Rino Blu
110438;Antonio Adolfo Maria Fissore;0;Orsi Polari;Bianco e Blu;
110439;Camilla Ortolani;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
110440;Ettore Pietro Perosino;0;Ippopotami Viola;Viola e Oro;
110441;Achille Evangelista;0;Delfini Argentati;Argento e Nero;Onde Argentate
110442;Maria Celeste Emprin Gilardini;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
110443;Gianmarco Latorre;0;Pavoni Reali;Oro e Viola;Ali Reali
110444;Vidmer Cosenza;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
110445;Filadelfio Guido Lucherini;0;Pinguini Polari;Bianco e Nero;
110446;Vito Mucchetti;0;Aquile Reali;Blu e Oro;Reali del Cielo
110447;Tiziana Vimercati;0;Cavalieri d'Argento;Argento e Blu;
110448;Gavino Maran;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
110449;Nicola Serafini;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
110450;Nedo Lorenzo Cicolani;0;Cavalieri d'Argento;Argento e Blu;
110451;Renzo Travaglia;0;Rinoceronti Blu;Verde e Argento;Rino Blu
110452;Giannicola Pappalardo;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
110453;Fulvia Michela Smuraglia;0;Cavalieri d'Argento;Argento e Blu;
110454;Agostino Castiglione;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
110455;Lucrezia Giannini;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
110456;Carlo Luigi Langella;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
110457;Fosco Zanetta;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
110458;Silvia Taddei;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
110459;Antonino Cardinali;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
110460;Camilla De Feo;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
110461;Melchiorre Saia;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
110462;Maria Agostina Granaiola;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
110463;Michele Arcangelo Delogu;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
110464;Bianca Laura Bianco;0;Cavalieri d'Argento;Argento e Blu;
110465;Dolores Solinas;0;Aquile Reali;Blu e Oro;Reali del Cielo
110466;Vilma Ronchi;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
110467;Cosimo Palombo;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
110468;Adriana Zecchino;0;Aquile Blu;Blu e Bianco;Aquile Volanti
110469;Antonino Zangrillo;0;Pavoni Reali;Oro e Viola;Ali Reali
110470;Valentino Tonini;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
110471;Orietta Iuliano;0;Pavoni Reali;Oro e Viola;Ali Reali
110472;Gian Pietro Camerini;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
110473;Vincenzo Ruggero Barozzino;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
110474;Rosario Libe';0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
110475;Riccardo Peruzzotti;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
110476;Fausto Grillo;0;Rinoceronti Blu;Verde e Argento;Rino Blu
110477;Ombretta Maria Rotelli;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
110478;Pasquale Bettamio;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
110479;Rosa Maria Sanciu;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
110480;Vladimiro Spagnolli;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
110481;Giovanna Auricchio;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
110482;Mino Salvini;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
110483;Maria Elisabetta Cociancich;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
110484;Fedele Agnelli;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
110485;Roberto Torri;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
110486;Donato Tommaso Maggi;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
110487;Fabrizio Spadoni Urbani;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
110488;Mariangela Zanoni;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
110489;Altero Pisanu;0;Gatti Neri;Nero e Viola;
110490;Caterina Simeoni;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
110491;Battista Morelli;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
110492;Nerina Tonini;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
110493;Ettore Pietro Leddi;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
110494;Sandro Mario Capaldi;0;Orsi Polari;Bianco e Blu;
110495;Ciro Damante;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
110496;Magda Nerozzi;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
110497;Fulvio Leonardi;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
110498;Luciano Naccarato;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
110499;Dario Lauro;0;Ippopotami Viola;Viola e Oro;
110500;Denis Irto;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
110501;Caterina Mongiello;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
110502;Gabriele Cassinelli;0;Rinoceronti Blu;Verde e Argento;Rino Blu
110503;Walter Gallone;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
110504;Sandra Di Marzio;0;Delfini Argentati;Argento e Nero;Onde Argentate
110505;Marilena Muzio;0;Orsi Polari;Bianco e Blu;
110506;Lidia Iervolino;0;Ippopotami Viola;Viola e Oro;
110507;Guido Betta;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
110508;Dino Minasi;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
110509;Edoardo Aimi;0;Delfini Argentati;Argento e Nero;Onde Argentate
110510;Basilio Monticone;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
110511;Susanna Lina Giulia Guerzoni;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
110512;Iunio Valerio Padua;0;Rinoceronti Blu;Verde e Argento;Rino Blu
110513;Felice Bonadonna;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
110514;Elvira Lucia Pezzopane;0;Aquile Blu;Blu e Bianco;Aquile Volanti
110515;Karl Loiero;0;Pavoni Reali;Oro e Viola;Ali Reali
110516;Giampaolo Vittorio Elio Agoni;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
110517;Calogero Morra;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
110518;Lara Cursi;0;Aquile Reali;Blu e Oro;Reali del Cielo
110519;Anna Carmela Zanetta;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
110520;Stanislao Alessandro Unterberger;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
110521;Venera Murelli;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
110522;Michele Arcangelo Borghesi;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
110523;Armin Diana;0;Aquile Blu;Blu e Bianco;Aquile Volanti
110524;Manfredi Tubetti;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
110525;Rosario Sbarbati;0;Aquile Reali;Blu e Oro;Reali del Cielo
110526;Vita Maria Bossi;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
110527;Erminia Pionati;0;Pavoni Reali;Oro e Viola;Ali Reali
110528;Tancredi Viespoli;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
110529;Costantino Staniscia;0;Aquile Reali;Blu e Oro;Reali del Cielo
110530;Silvana Fabris;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
110531;Vittoria Francesca Maria Gallo;0;Pinguini Polari;Bianco e Nero;
110532;Mariangela Dini;0;Delfini Argentati;Argento e Nero;Onde Argentate
110533;Gianni Pietro Merloni;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
110534;Alberto Felice Simone Rizzotti;0;Orsi Polari;Bianco e Blu;
110535;Maria Alessandra Steger;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
110536;Lucia Marcenaro;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
110537;Hans Polledri;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
110538;Willer Finocchiaro;0;Aquile Reali;Blu e Oro;Reali del Cielo
110539;Marilena Forcieri;0;Aquile Blu;Blu e Bianco;Aquile Volanti
110540;Bartolomeo Pardi;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
110541;Gaetano Lo Giudice;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
110542;Renzo Chiaromonte;0;Delfini Argentati;Argento e Nero;Onde Argentate
110543;Ferdinando Gubetti;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
110544;Isabella Cortiana;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
110545;Giuseppe Botto;0;Pavoni Reali;Oro e Viola;Ali Reali
110546;Gian Giacomo Tronti;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
110547;Elvira Lucia Marsilio;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
110548;Tiziana Carmela Rosaria Vanin;0;Gatti Neri;Nero e Viola;
110549;Santo Tecce;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
110550;Amintore Migliavacca;0;Delfini Argentati;Argento e Nero;Onde Argentate
110551;Caterina Urso;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
110552;Rina Di Benedetto;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
110553;Giampaolo Vittorio Elio Jacchia;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
110554;Donato Tommaso Stefano;0;Rinoceronti Blu;Verde e Argento;Rino Blu
110555;Antonino Giovanelli;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
110556;Goffredo Maria Piredda;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
110557;Virginia Petrocelli;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
110558;Maria Chiara Casson;0;Pinguini Polari;Bianco e Nero;
110559;Venera Manassero;0;Cavalieri d'Argento;Argento e Blu;
110560;Vita Maria Lombardi Satriani;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
110561;Demetrio Grasso;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
110562;Amintore Mussini;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
110563;Loris Giuseppe Corbetta;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
110564;Angelo Michele Vicini;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
110565;Nicola Adamo;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
110566;Franca Campari;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
110567;Cinzia Maria Valdinosi;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
110568;Luca Piarulli;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
110569;Costanzo Gelmetti;0;Aquile Reali;Blu e Oro;Reali del Cielo
110570;Stanislao Alessandro Michelini;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
110571;Andrea Paravia;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
110572;Maria Claudia Di Giacomo;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
110573;Angela Anna Bruna Cassano;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
110574;Leopoldo Biasco;0;Orsi Polari;Bianco e Blu;
110575;Monica Cesaro;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
110576;Raffaella Biancofiore;0;Gatti Neri;Nero e Viola;
110577;Vincenzo De Toni;0;Pavoni Reali;Oro e Viola;Ali Reali
110578;Antonio Gianfranco Grassi;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
110579;Aleandro Flammia;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
110580;Rocco Cavallaro;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
110581;Diana Salvini;0;Delfini Argentati;Argento e Nero;Onde Argentate
110582;Livia Mazzuconi;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
110583;Gianclaudio Bevilacqua;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
110584;Carla Turco;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
110585;Rosa Silvana Di Pietro;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
110586;Agazio Fruscio;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
110587;Ada Salini;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
110588;Adriana Palma;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
110589;Felice Barbolini;0;Delfini Argentati;Argento e Nero;Onde Argentate
110590;Cristano Sileri;0;Ippopotami Viola;Viola e Oro;
110591;Giuliano Floridia;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
110592;Amintore Astorre;0;Pinguini Polari;Bianco e Nero;
110593;Dolores Quagliariello;0;Ippopotami Viola;Viola e Oro;
110594;Marco Menardi;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
110595;Simona Rigo;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
110596;Nerina Campagna;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
110597;Bernabo' Perosino;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
110598;Mariangela Ruggeri;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
110599;Mariapia Bianconi;0;Cavalieri d'Argento;Argento e Blu;
110600;Annamaria Bottici;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
110601;Cinzia Maria Forte;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
110602;Giacinto Grassi;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
110603;Lido Burani Procaccini;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
110604;Lavinia Polidoro;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
110605;Mario Alejandro Bodini;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
110606;Michelino Comaroli;0;Orsi Polari;Bianco e Blu;
110607;Ottaviano Mazzoni;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
110608;Gianpiero Taviani;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
110609;Alberto Sibilia;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
110610;Liliana Marinello;0;Orsi Polari;Bianco e Blu;
110611;Daniele Gaetano Tesei;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
110612;Tancredi De Biasi;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
110613;Gelsomina Patton;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
110614;Meinhard Franceschelli;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
110615;Giacomo Lauria;0;Aquile Reali;Blu e Oro;Reali del Cielo
110616;Fosco Cusimano;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
110617;Ivan Bergamo;0;Pavoni Reali;Oro e Viola;Ali Reali
110618;Nico Cuffaro;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
110619;Valentino Stancanelli;0;Orsi Polari;Bianco e Blu;
110620;Ombretta Maria De Angelis;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
110621;Niccolo' Vitali;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
110622;Accursio Carpinelli;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
110623;Egidio Luigi Franceschini;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
110624;Gianni Pietro Bini;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
110625;Luis Alberto Delogu;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
110626;Laura Sibilia;0;Rinoceronti Blu;Verde e Argento;Rino Blu
110627;Filomeno Biagio Vimercati;0;Gatti Neri;Nero e Viola;
110628;Raffaella Fiormaria Stanca;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
110629;Emilio Nicola Terracini;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
110630;Bianca Maria Stanca;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
110631;Fiorenza Saltamartini;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
110632;Adriano Sciascia;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
110633;Nando Vano;0;Gatti Neri;Nero e Viola;
110634;Niccolo' Della Seta;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
110635;Cinzia Pittoni;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
110636;Tiziano Bilardi;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
110637;Dario Bongiorno;0;Rinoceronti Blu;Verde e Argento;Rino Blu
110638;Manfredi Sudano;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
110639;Salvo Bulgarelli;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
110640;Gian Pietro Giai;0;Rinoceronti Blu;Verde e Argento;Rino Blu
110641;Maria Giuseppa Paravia;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
110642;Maria Claudia Benvenuto;0;Ippopotami Viola;Viola e Oro;
110643;Simone Carpi;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
110644;Daniela Ceroni;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
110645;Antonio Stefano Tunis;0;Gatti Neri;Nero e Viola;
110646;Silvana Scarpetti;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
110647;Umberto Micele;0;Rinoceronti Blu;Verde e Argento;Rino Blu
110648;Lino Flammia;0;Aquile Blu;Blu e Bianco;Aquile Volanti
110649;Lanfranco Barba;0;Delfini Argentati;Argento e Nero;Onde Argentate
110650;Armando Verducci;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
110651;Filomeno Biagio Magnolfi;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
110652;Silvana Andreina Baratella;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
110653;Nitto Francesco Piccone;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
110654;Gianrico Cirinna';0;Cavalieri d'Argento;Argento e Blu;
110655;Rosanna Giovanelli;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
110656;Vannino Occhetto;0;Orsi Polari;Bianco e Blu;
110657;Vilma Rossomando;0;Gatti Neri;Nero e Viola;
110658;Gregorio Albertini;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
110659;Dorina Borioli;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
110660;Stefania Casoli;0;Delfini Argentati;Argento e Nero;Onde Argentate
110661;Pasqualino Lorenzo Maggiore;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
110662;Bartolo Vita;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
110663;Carla Carlino;0;Cavalieri d'Argento;Argento e Blu;
110664;Laura Cazzaro;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
110665;Mario Pardi;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
110666;Federica Della Monica;0;Ippopotami Viola;Viola e Oro;
110667;Doris Taricco;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
110668;Ada Magliocchetti;0;Gatti Neri;Nero e Viola;
110669;Francesco Saverio Demasi;0;Delfini Argentati;Argento e Nero;Onde Argentate
110670;Liliana Della Porta;0;Pinguini Polari;Bianco e Nero;
110671;Emilia Grazia Iwobi;0;Gatti Neri;Nero e Viola;
110672;Orfeo Rusconi;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
110673;Angela Cervellini;0;Aquile Reali;Blu e Oro;Reali del Cielo
110674;Manfredi Cossutta;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
110675;Ombretta Maria Camerini;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
110676;Alessio Astorre;0;Gatti Neri;Nero e Viola;
110677;Gaetano Spelgatti;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
110678;Lara Galioto;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
110679;Ivan Burgaretta Aparo;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
110680;Marina Solinas;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
110681;Natale Firrarello;0;Aquile Blu;Blu e Bianco;Aquile Volanti
110682;Furio Paragone;0;Pavoni Reali;Oro e Viola;Ali Reali
110683;Romano Liuzzi;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
110684;Natale Maria Alfonso Ruvolo;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
110685;Livia Pasquini;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
110686;Maria Giuseppa Galimberti;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
110687;Ettore Pietro Bellanova;0;Cavalieri d'Argento;Argento e Blu;
110688;Francesco Giuliano;0;Cavalieri d'Argento;Argento e Blu;
110689;Luigi Amorena;0;Gatti Neri;Nero e Viola;
110690;Martino Auddino;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
110691;Rossella Ruotolo;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
110692;Eugenio Danieli;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
110693;Elia Grasso;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
110694;Oskar Grillo;0;Pinguini Polari;Bianco e Nero;
110695;Dafne Sanciu;0;Delfini Argentati;Argento e Nero;Onde Argentate
110696;Giacomo Wilde;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
110697;Baldassare Cucca;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
110698;Rosa Piglionica;0;Rinoceronti Blu;Verde e Argento;Rino Blu
110699;Elisa Ciarrapico;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
110700;Mariangela Spinelli;0;Gatti Neri;Nero e Viola;
110701;Roberto Tomaselli;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
110702;Rosanna Augello;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
110703;Daniela Botto;0;Pinguini Polari;Bianco e Nero;
110704;Rosanna Milo;0;Orsi Polari;Bianco e Blu;
110705;Bachisio Silvio Giacobbe;0;Pinguini Polari;Bianco e Nero;
110706;Walter Astorre;0;Orsi Polari;Bianco e Blu;
110707;Silvana Andreina Taverna;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
110708;Giovanbattista Filippin;0;Orsi Polari;Bianco e Blu;
110709;Patrizia Borea;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
110710;Vasco Pisani;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
110711;Leonzio Lisi;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
110712;Lido Giordano;0;Cavalieri d'Argento;Argento e Blu;
110713;Nicodemo Francesco Ossicini;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
110714;Beppe Poli Bortone;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
110715;Nicolo' Speziali;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
110716;Carmine Ghedini;0;Pavoni Reali;Oro e Viola;Ali Reali
110717;Salvatore Boldi;0;Rinoceronti Blu;Verde e Argento;Rino Blu
110718;Amintore Chiaromonte;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
110719;Vincenza Colucci;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
110720;Livio Giambrone;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
110721;Alfonso Battistoni;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
110722;Calogero Pizzol;0;Cavalieri d'Argento;Argento e Blu;
110723;Antonio Gianfranco Biscardini;0;Orsi Polari;Bianco e Blu;
110724;Aleandro D'ambrosio Lettieri;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
110725;Albertina Iwobi;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
110726;Liborio Carpi;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
110727;Emiddio Debenedetti;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
110728;William Fuda;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
110729;Melchiorre Pegorer;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
